Reservoir,Site,DateTime,ThermistorTemp_C_surface,ThermistorTemp_C_1,ThermistorTemp_C_2,ThermistorTemp_C_3,ThermistorTemp_C_4,ThermistorTemp_C_5,ThermistorTemp_C_6,ThermistorTemp_C_7,ThermistorTemp_C_8,ThermistorTemp_C_9,RDO_mgL_5,RDOsat_percent_5,RDO_mgL_5_adjusted,RDOsat_percent_5_adjusted,RDOTemp_C_5,RDO_mgL_9,RDOsat_percent_9,RDO_mgL_9_adjusted,RDOsat_percent_9_adjusted,RDOTemp_C_9,EXOTemp_C_1,EXOCond_uScm_1,EXOSpCond_uScm_1,EXOTDS_mgL_1,EXODOsat_percent_1,EXODO_mgL_1,EXOChla_RFU_1,EXOChla_ugL_1,EXOBGAPC_RFU_1,EXOBGAPC_ugL_1,EXOfDOM_RFU_1,EXOfDOM_QSU_1,EXOTurbidity_FNU_1,EXOPressure_psi,EXODepth_m,EXOBattery_V,EXOCablepower_V,EXOWiper_V,LvlPressure_psi_9,LvlTemp_C_9,LvlDepth_m_9,RECORD,CR6Battery_V,CR6Panel_Temp_C,Flag_ThermistorTemp_C_surface,Flag_ThermistorTemp_C_1,Flag_ThermistorTemp_C_2,Flag_ThermistorTemp_C_3,Flag_ThermistorTemp_C_4,Flag_ThermistorTemp_C_5,Flag_ThermistorTemp_C_6,Flag_ThermistorTemp_C_7,Flag_ThermistorTemp_C_8,Flag_ThermistorTemp_C_9,Flag_RDO_mgL_5,Flag_RDOsat_percent_5,Flag_RDOTemp_C_5,Flag_RDO_mgL_9,Flag_RDOsat_percent_9,Flag_RDOTemp_C_9,Flag_EXOTemp_C_1,Flag_EXOCond_uScm_1,Flag_EXOSpCond_uScm_1,Flag_EXOTDS_mgL_1,Flag_EXODOsat_percent_1,Flag_EXODO_mgL_1,Flag_EXOChla_RFU_1,Flag_EXOChla_ugL_1,Flag_EXOBGAPC_RFU_1,Flag_EXOBGAPC_ugL_1,Flag_EXOfDOM_RFU_1,Flag_EXOfDOM_QSU_1,Flag_EXOTurbidity_FNU_1,Flag_EXOPressure_psi,Flag_EXODepth_m,Flag_EXOBattery_V,Flag_EXOCablepower_V,Flag_EXOWiper_V,Flag_LvlPressure_psi_9,Flag_LvlTemp_C_9
FCR,50,2025-04-29 10:20:00,18.45526,17.90927,17.03765,13.49029,11.36138,9.820276,9.392481,9.388544,9.370661,9.350397,10.647,94.05529,10.647,94.05529,9.8791,12.15116,105.9965,12.15116,105.9965,9.34734,17.648,25.58,29.76,19.34,98.77,9.42,1.99,7.86,0.11,0.06,4.2,14.38,1.55,3.02,2.128,6.1,12.55,1.19,13.02712,9.334584,9.178257396,4155,13.64,28.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2025-04-29 10:30:00,18.43688,17.9129,17.11163,13.46502,11.384,9.907892,9.396631,9.38891,9.370173,9.350519,10.13245,89.58322,10.13245,89.58322,9.91386,12.13259,105.8348,12.13259,105.8348,9.3475,17.672,25.6,29.76,19.35,99.55,9.49,2.08,8.25,0.16,0.1,4.16,14.27,1.4,3.01,2.127,6.09,12.58,1.19,13.027,9.334408,9.17817285,4156,13.59,28.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2025-04-29 10:40:00,18.42278,17.91162,17.10678,13.53964,11.44226,9.963556,9.40005,9.393488,9.370417,9.350977,9.24146,81.83493,9.24146,81.83493,9.98084,12.08819,105.4483,12.08819,105.4483,9.34782,17.732,25.66,29.8,19.37,99.15,9.439999,2.08,8.22,0.2,0.14,4.11,14.14,1.44,3.02,2.128,6.09,12.65,1.19,13.02738,9.33418,9.178440579,4157,13.59,28.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2025-04-29 10:50:00,18.51022,17.92004,17.04812,13.71896,11.55831,10.07354,9.403314,9.390039,9.372675,9.349421,8.757848,77.65467,8.757848,77.65467,10.03667,12.0848,105.405,12.0848,105.405,9.342321,17.749,25.65,29.77,19.35,98.63,9.39,2.06,8.16,0.15,0.09,4.13,14.2,1.42,3.02,2.127,6.09,12.47,1.19,13.02836,9.332881,9.179131038,4158,13.51,28.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2025-04-29 11:00:00,18.51007,17.91363,17.05273,13.76736,11.70388,9.989558,9.401819,9.393976,9.37356,9.35113,8.604839,76.39192,8.604839,76.39192,10.08902,12.12505,105.7697,12.12505,105.7697,9.34766,17.783,25.65,29.75,19.33,100.39,9.55,2.22,8.78,0.2,0.14,4.18,14.33,1.39,3.01,2.126,6.09,12.51,1.19,13.02908,9.334495,9.179638314,4159,13.56,28.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2025-04-29 11:10:00,18.522,17.89355,17.15689,13.84439,11.74731,9.925775,9.410974,9.396845,9.372126,9.350702,9.74186,86.37681,9.74186,86.37681,10.03526,12.11551,105.6836,12.11551,105.6836,9.34657,17.709,25.54,29.67,19.29,101.54,9.67,2.09,8.28,0.16,0.11,4.24,14.47,1.36,3.01,2.123,6.09,12.61,1.19,13.02851,9.333882,9.1792367205,4160,13.55,28.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2025-04-29 11:20:00,18.61935,17.92248,17.20797,13.94338,11.81558,9.895563,9.408106,9.396845,9.3724,9.351038,10.77463,95.37986,10.77463,95.37986,9.96675,12.14532,105.9496,12.14532,105.9496,9.34891,17.768,25.64,29.74,19.33,101.5,9.65,2.02,8,0.22,0.16,4.25,14.5,1.53,3,2.119,6.1,12.55,1.19,13.02869,9.335041,9.179363539499999,4161,13.58,29.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2025-04-29 11:30:00,18.56426,17.97289,17.21896,14.03567,11.87197,9.966882,9.41067,9.399226,9.374598,9.352167,10.55993,93.41644,10.55993,93.41644,9.93827,12.08312,105.4039,12.08312,105.4039,9.34766,17.848,25.67,29.73,19.33,101.26,9.62,1.86,7.36,0.17,0.11,4.2,14.38,1.5,3,2.116,6.1,12.58,1.19,13.02745,9.334672,9.1784898975,4162,13.59,29.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2025-04-29 11:40:00,18.67495,17.96176,17.13861,14.19406,11.89184,10.07519,9.419672,9.399378,9.375361,9.352014,8.950486,79.3682,8.950486,79.3682,10.03963,12.05809,105.1938,12.05809,105.1938,9.35096,17.767,25.52,29.62,19.25,104.03,9.9,1.82,7.18,0.18,0.12,4.31,14.65,1.4,3,2.113,6.09,12.55,1.19,13.02728,9.335005,9.178370123999999,4163,13.62,29.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2025-04-29 11:50:00,18.71819,18.00436,17.17715,14.26193,11.98345,10.14736,9.413721,9.400415,9.376062,9.353754,8.322026,73.9307,8.322026,73.9307,10.11745,12.14892,105.9845,12.14892,105.9845,9.35034,17.743,25.52,29.63,19.26,103.79,9.88,1.98,7.82,0.16,0.1,4.3,14.63,1.52,2.99,2.112,6.1,12.61,1.19,13.02717,9.337289,9.1782926235,4164,13.6,29.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2025-04-29 12:00:00,18.71627,18.02178,17.19958,14.36679,12.05477,10.1939,9.41662,9.402094,9.378626,9.355677,7.977349,70.99138,7.977349,70.99138,10.19101,12.1184,105.7214,12.1184,105.7214,9.3516,17.512,25.33,29.56,19.21,104.19,9.96,2.25,8.93,0.22,0.16,4.47,15.06,1.6,3,2.113,6.1,12.61,1.19,13.02698,9.338237,9.178158759,4165,13.67,29.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2025-04-29 12:10:00,18.97393,18.01592,17.24645,14.59127,12.1726,10.21002,9.410761,9.397578,9.379786,9.35705,8.20172,72.98455,8.20172,72.98455,10.18898,12.13128,105.8291,12.13128,105.8291,9.34972,17.539,25.36,29.57,19.22,104.53,9.99,2.02,7.99,0.17,0.11,4.48,15.09,1.49,3,2.113,6.1,12.43,1.19,13.02861,9.339521,9.1793071755,4166,13.54,30.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2025-04-29 12:20:00,18.88711,18.07821,17.22308,14.678,12.20452,10.15679,9.407984,9.399774,9.379389,9.354364,8.476693,75.40293,8.476693,75.40293,10.1729,12.11872,105.7216,12.11872,105.7216,9.3505,17.556,25.34,29.54,19.2,104.54,9.99,2.12,8.4,0.22,0.17,4.48,15.08,1.59,2.99,2.111,6.11,12.43,1.2,13.02758,9.337307,9.178581489,4167,13.52,30.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2025-04-29 12:30:00,18.95043,18.04452,17.22946,14.97363,12.18514,10.05032,9.402521,9.405451,9.384058,9.355921,9.81847,87.24269,9.81847,87.24269,10.12621,12.13197,105.8366,12.13197,105.8366,9.35034,17.534,25.35,29.56,19.22,104.29,9.97,2.32,9.2,0.2,0.14,4.49,15.11,1.65,2.99,2.11,6.11,12.51,1.2,13.02855,9.339449,9.1792649025,4168,13.47,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2025-04-29 12:40:00,18.90634,18.07064,17.28948,15.00662,12.14886,9.867518,9.4042,9.407709,9.385798,9.357386,10.71162,94.94909,10.71162,94.94909,10.02354,12.15411,106.0289,12.15411,106.0289,9.350021,17.506,25.33,29.56,19.22,104.4,9.979999,2.09,8.270001,0.15,0.09,4.45,15,1.8,2.99,2.11,6.11,12.62,1.2,13.02728,9.34047,9.178370123999999,4169,13.62,31.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2025-04-29 12:50:00,18.85806,18.03561,17.28091,15.01055,12.17541,9.722681,9.398859,9.408442,9.38595,9.359094,11.767760000000001,103.9194,11.767760000000001,103.9194,9.86422,12.175,106.2125,12.175,106.2125,9.3505,17.549,25.42,29.64,19.27,103.91,9.93,1.74,6.87,0.19,0.13,4.42,14.94,1.6,2.99,2.108,6.11,12.44,1.2,13.02956,9.342824,9.179976498,4170,13.61,31.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2025-04-29 13:00:00,18.92678,17.93817,17.22796,14.94372,12.12457,9.552362,9.404352,9.410456,9.384272,9.360682,12.17724,107.2195,12.17724,107.2195,9.739781,12.17271,106.1942,12.17271,106.1942,9.35114,17.548,25.35,29.56,19.21,104.2,9.96,1.81,7.14,0.16,0.1,4.41,14.92,1.61,2.99,2.109,6.11,12.48,1.2,13.0271,9.343298,9.178243305,4171,13.63,31.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2025-04-29 13:10:00,18.90118,17.87216,17.24612,15.01608,11.9411,9.49032,9.404779,9.410517,9.381464,9.359858,12.40316,108.9954,12.40316,108.9954,9.65739,12.1901,106.3486,12.1901,106.3486,9.35223,17.559,25.37,29.57,19.22,104.87,10.02,1.98,7.84,0.17,0.12,4.41,14.9,1.67,2.98,2.105,6.11,12.44,1.2,13.02685,9.34421,9.1780671675,4172,13.51,31.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2025-04-29 13:20:00,18.78127,17.82589,17.28793,14.90042,11.68701,9.421564,9.405726,9.411402,9.386774,9.3612,12.46727,109.4383,12.46727,109.4383,9.61093,12.16127,106.0971,12.16127,106.0971,9.35223,17.54,25.37,29.58,19.23,105.07,10.04,1.88,7.43,0.2,0.14,4.45,15,1.68,2.98,2.106,6.12,12.48,1.2,13.02742,9.34581,9.178468761,4173,13.54,31.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2025-04-29 13:30:00,18.8626,17.88055,17.32833,15.06579,11.6076,9.409815,9.40127,9.407648,9.385248,9.362146,12.5822,110.3814,12.5822,110.3814,9.5858,12.16766,106.1544,12.16766,106.1544,9.35287,17.527,25.35,29.57,19.22,105.38,10.07,2.08,8.229999,0.25,0.19,4.44,14.98,1.74,2.98,2.103,6.11,12.47,1.2,13.02908,9.346338,9.179638314,4174,13.47,31.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2025-04-29 13:40:00,18.67163,17.89361,17.39172,15.17541,11.43014,9.407312,9.40957,9.406519,9.383509,9.362421,12.50125,109.6523,12.50125,109.6523,9.57857,12.1587,106.07470000000001,12.1587,106.07470000000001,9.35223,17.647,25.42,29.57,19.22,105.29,10.04,2.05,8.11,0.18,0.12,4.42,14.93,1.75,2.98,2.104,6.11,12.62,1.2,13.02892,9.347674,9.179525586,4175,13.63,31.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2025-04-29 13:50:00,18.76391,17.87554,17.42135,15.12911,11.08676,9.412958,9.405847,9.402338,9.383051,9.364466,12.54374,109.9992,12.54374,109.9992,9.56868,12.12705,105.8011,12.12705,105.8011,9.35318,17.678,25.43,29.57,19.22,105.75,10.08,1.95,7.71,0.16,0.1,4.41,14.9,1.89,2.98,2.101,6.11,12.51,1.2,13.03019,9.348359,9.1804203645,4176,13.55,31.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2025-04-29 14:00:00,18.77609,17.88888,17.46527,15.13858,10.95187,9.442316,9.408746,9.40661,9.381708,9.364466,12.35766,108.4121,12.35766,108.4121,9.58612,12.15942,106.0953,12.15942,106.0953,9.35791,17.693,25.46,29.6,19.24,105.86,10.09,2.11,8.36,0.16,0.1,4.42,14.94,1.59,2.97,2.095,6.12,12.4,1.19,13.02883,9.34841,9.1794621765,4177,13.46,32.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2025-04-29 14:10:00,18.63021,17.91802,17.55364,15.25778,10.99282,9.433862,9.402918,9.404261,9.382471,9.362757,12.40353,108.843,12.40353,108.843,9.59711,12.14473,105.9521,12.14473,105.9521,9.35192,17.75,25.49,29.59,19.23,106.33,10.12,2.1,8.310001,0.14,0.08,4.38,14.82,1.81,2.97,2.096,6.11,12.47,1.19,13.02977,9.347497,9.1801244535,4178,13.6,32.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2025-04-29 14:20:00,18.5798,17.93548,17.6087,15.20266,11.02755,9.434595,9.402246,9.404414,9.381434,9.361902,12.35436,108.4296,12.35436,108.4296,9.60417,12.14569,105.9585,12.14569,105.9585,9.35114,17.786,25.5,29.58,19.22,106.07,10.09,2.35,9.32,0.2,0.14,4.36,14.78,1.87,2.97,2.093,6.11,12.54,1.19,13.02797,9.346038,9.1788562635,4179,13.55,32.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2025-04-29 14:30:00,18.61184,17.91723,17.66439,15.15911,11.09024,9.427332,9.405237,9.404078,9.380701,9.361902,12.49472,109.6179,12.49472,109.6179,9.58736,12.13678,105.8838,12.13678,105.8838,9.35239,17.833,25.51,29.55,19.21,105.95,10.06,2.23,8.83,0.16,0.1,4.27,14.55,2,2.97,2.093,6.1,12.51,1.19,13.02702,9.34611,9.178186941,4180,14.11,32.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2025-04-29 14:40:00,18.72155,17.9363,17.69604,15.02889,11.04898,9.430842,9.408564,9.404902,9.380396,9.360132,12.37352,108.5699,12.37352,108.5699,9.59334,12.13186,105.8368,12.13186,105.8368,9.35081,17.836,25.53,29.58,19.22,105.64,10.03,2.08,8.25,0.19,0.13,4.34,14.73,1.7,2.97,2.093,6.11,12.48,1.19,13.02892,9.344441,9.179525586,4181,13.54,32.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2025-04-29 14:50:00,18.73229,18.02783,17.79873,15.24557,11.08978,9.433862,9.405695,9.405054,9.379084,9.357355,12.36577,108.519,12.36577,108.519,9.59993,12.07312,105.3249,12.07312,105.3249,9.35096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.0296,9.342313,9.18000468,4182,13.58,32.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0
FCR,50,2025-04-29 15:00:00,18.90109,18.09234,17.8644,15.14578,11.25064,9.408778,9.42129,9.405634,9.378198,9.356012,12.47478,109.4415,12.47478,109.4415,9.5869,12.04185,105.0509,12.04185,105.0509,9.3505,17.876,25.58,29.61,19.25,104.9,9.96,2.21,8.75,0.15,0.09,4.29,14.61,1.89,2.96,2.088,6.11,12.39,1.19,13.02919,9.339468,9.1797158145,4183,13.39,32.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2025-04-29 15:10:00,18.89715,18.08203,17.88421,15.11437,11.33389,9.394617,9.41421,9.406733,9.381617,9.354639,12.5646,110.1762,12.5646,110.1762,9.56647,12.01574,104.8212,12.01574,104.8212,9.34972,17.931,25.66,29.66,19.28,104.94,9.95,2.27,8.979999,0.23,0.17,4.25,14.51,2.19,2.96,2.085,6.11,12.52,1.19,13.02988,9.338168,9.180201954000001,4184,13.51,32.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2025-04-29 15:20:00,19.06216,18.08373,17.92288,15.04412,11.25161,9.389185,9.415094,9.406458,9.376703,9.357446,12.60553,110.5261,12.60553,110.5261,9.56302,12.09708,105.5333,12.09708,105.5333,9.35066,17.974,25.69,29.67,19.29,104.93,9.939999,2.39,9.479999,0.19,0.13,4.23,14.46,2.05,2.95,2.079,6.06,12.43,1.19,13.02769,9.342278,9.1786589895,4185,13.98,32.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2025-04-29 15:30:00,19.20028,18.13741,17.96926,14.92767,11.33535,9.403681,9.412714,9.409326,9.378442,9.356287,12.56852,110.2008,12.56852,110.2008,9.5627,12.09707,105.5338,12.09707,105.5338,9.35096,18.02,25.7,29.65,19.27,105.34,9.97,2.17,8.59,0.18,0.13,4.22,14.44,2.11,2.95,2.08,6.11,12.41,1.19,13.02711,9.340803,9.1782503505,4186,13.47,32.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2025-04-29 15:40:00,19.21093,18.18756,17.98315,15.07052,11.37554,9.389887,9.405939,9.406641,9.378687,9.357446,12.60227,110.4967,12.60227,110.4967,9.5627,12.10139,105.5696,12.10139,105.5696,9.35018,18.091,25.72,29.63,19.26,105.18,9.939999,2.23,8.85,0.16,0.1,4.2,14.37,1.9,2.95,2.079,6.1,12.62,1.19,13.02938,9.341383,9.179849679,4187,13.52,32.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2025-04-29 15:50:00,19.30804,18.26269,17.95422,15.16986,11.33834,9.379572,9.399347,9.40423,9.378687,9.357202,12.61184,110.5744,12.61184,110.5744,9.56035,12.09531,105.518,12.09531,105.518,9.35081,18.137,25.77,29.65,19.27,105.39,9.95,2.27,9.01,0.16,0.11,4.17,14.31,2.12,2.94,2.075,6.1,12.41,1.2,13.02758,9.341593,9.178581489,4188,13.54,32.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2025-04-29 16:00:00,19.28903,18.25878,17.91924,15.33648,11.27804,9.373834,9.394983,9.398035,9.37649,9.349756,12.65625,110.9235,12.65625,110.9235,9.5451,12.0416,105.0462,12.0416,105.0462,9.34956,18.177,25.78,29.65,19.27,105.85,9.979999,2.22,8.810001,0.2,0.14,4.19,14.35,1.98,2.94,2.073,6.1,12.51,1.2,13.02814,9.332634,9.178976037,4189,13.49,32.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2025-04-29 16:10:00,19.27715,18.34252,17.91751,15.199,11.36248,9.365076,9.391687,9.397089,9.373407,9.349786,12.68959,111.19970000000001,12.68959,111.19970000000001,9.538979,12.03629,104.9879,12.03629,104.9879,9.34467,18.137,25.77,29.66,19.28,105.31,9.939999,2.24,8.9,0.19,0.13,4.19,14.34,2.07,2.94,2.072,6.1,12.48,1.2,13.0286,9.334374,9.179300130000001,4190,13.51,32.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2025-04-29 16:20:00,19.26418,18.36575,17.85317,15.13211,11.32916,9.36474,9.388239,9.39419,9.372217,9.350428,12.72893,111.541,12.72893,111.541,9.53771,12.00568,104.722,12.00568,104.722,9.34515,18.151,25.78,29.66,19.28,105.31,9.939999,2.67,10.63,0.19,0.13,4.18,14.33,1.73,2.93,2.07,6.11,12.36,1.2,13.02815,9.332794,9.1789830825,4191,13.42,32.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2025-04-29 16:30:00,19.53869,18.39349,17.90798,15.29287,11.54345,9.364313,9.387079,9.393335,9.373896,9.349451,12.75922,111.7994,12.75922,111.7994,9.53504,12.01562,104.8186,12.01562,104.8186,9.34909,18.229,25.83,29.66,19.28,105.44,9.939999,1.78,7.03,0.19,0.13,4.14,14.24,2.03,2.93,2.069,6.11,12.44,1.2,13.03007,9.333459,9.1803358185,4192,13.51,31.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2025-04-29 16:40:00,19.60064,18.46978,17.92025,14.84191,11.36129,9.357905,9.38534,9.394892,9.37829,9.351984,12.75133,111.7089,12.75133,111.7089,9.52703,12.06034,105.2029,12.06034,105.2029,9.34673,18.311,25.86,29.65,19.27,104.87,9.86,2.49,9.9,0.17,0.11,4.11,14.15,1.9,2.93,2.066,6.11,12.47,1.19,13.02839,9.335902,9.1791521745,4193,13.39,31.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2025-04-29 16:50:00,19.72512,18.51058,18.02807,14.68811,11.45614,9.358911,9.387567,9.396754,9.376581,9.353662,12.75636,111.7426,12.75636,111.7426,9.5231,12.08774,105.4507,12.08774,105.4507,9.35034,18.317,25.87,29.65,19.27,105.66,9.939999,2.17,8.61,0.16,0.1,4.16,14.28,1.94,2.92,2.064,6.11,12.47,1.19,13.031,9.3379740000000009,9.180991050000001,4194,13.54,31.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2025-04-29 17:00:00,19.61395,18.47491,18.01797,14.15417,11.23898,9.356714,9.388727,9.398126,9.380884,9.356378,12.73736,111.5701,12.73736,111.5701,9.5209,12.12147,105.7467,12.12147,105.7467,9.35096,18.276,25.85,29.66,19.28,105.3,9.91,2.49,9.88,0.17,0.11,4.13,14.19,1.79,2.92,2.063,6.12,12.47,1.19,13.02886,9.339978,9.179483313,4195,13.54,31.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2025-04-29 17:10:00,19.52236,18.44909,18.07379,14.08587,11.52963,9.357386,9.387781,9.39773,9.381159,9.353632,12.73971,111.5973,12.73971,111.5973,9.52341,12.09634,105.5243,12.09634,105.5243,9.34972,18.36,25.89,29.65,19.27,106.41,10,2.43,9.64,0.17,0.11,4.09,14.09,1.85,2.92,2.06,6.11,12.43,1.19,13.02779,9.339291,9.1787294445,4196,13.47,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2025-04-29 17:20:00,19.52346,18.46151,17.70407,13.96377,11.51727,9.373774,9.389185,9.39953,9.380793,9.351831,12.73641,111.5681,12.73641,111.5681,9.52325,12.07515,105.3407,12.07515,105.3407,9.35018,18.382,25.91,29.66,19.28,106.5,10,2.41,9.58,0.15,0.09,4.07,14.05,1.78,2.92,2.059,6.11,12.34,1.19,13.02723,9.33727,9.1783348965,4197,13.5,31.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2025-04-29 17:30:00,19.53668,18.50884,17.51007,14.04644,11.56433,9.368525,9.387537,9.39947,9.377771,9.351893,12.79431,112.096,12.79431,112.096,9.53096,12.0489,105.1094,12.0489,105.1094,9.34924,18.487,25.96,29.65,19.27,107.12,10.04,2.56,10.18,0.15,0.09,4.04,13.98,1.77,2.91,2.054,6.12,12.32,1.19,13.02829,9.336217,9.179081719500001,4198,13.63,30.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
